Timestamp,"Before the coronavirus crisis, how often did you eat out at a sit-down restaurant?",Currently how often do you eat out at a sit-down restaurant?,Next year how often do you think you'll eat out at a sit-down restaurant?,"Currently, about how often do you order takeout?",In what year were you born?,In what zip code do you live?,What is your gender?,What is the highest level of education you have completed?,What is your annual household income?,What is your Amazon Worker ID?
10/17/2020 19:56:59,Less than once per month,Once a month,Less than once per month,Multiple time per month,1980,22553,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",125000,A2BKXSYBJIH3YZ
10/17/2020 19:57:49,Multiple times per week,Less than once per month,Less than once per month,Once a week,1982,49024,Female,College graduate,100000,A3K1P4SPR8XS7R
10/17/2020 19:59:20,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1990,78641,Male,College graduate,35000,A34GD7YNGA18YF
10/17/2020 19:59:52,Once a month,Once a month,Once a month,Multiple time per month,1982,63114,Female,High school,0,A13QSCEHVHJ3Z8
10/17/2020 20:00:29,Once a week,Multiple time per month,Once a week,Once a week,1966,76179,Female,High school,110000,A1P38IV84XZ9BR
10/17/2020 20:02:09,Once a week,Once a month,Once a week,Once a week,1970,46368,Male,College graduate,84000,A1QG7OBU8UH8M5
10/17/2020 20:08:26,Once a week,Less than once per month,Once a month,Once a week,1986,27909,Female,High school,40000,A3YZIO5DFZRVG
10/17/2020 20:10:13,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1982,49507,Male,High school,35650,A1MGNXJMXRWTLY
10/17/2020 20:12:31,Once a week,Once a month,Once a month,Multiple times per week,1982,21784,Female,College graduate,50000,A2TV4MWIOBMNMS
10/17/2020 20:12:32,Once a month,Less than once per month,Less than once per month,Less than once per month,1978,75001,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",60000,A1XCR8UPNMH8L
10/17/2020 20:12:56,Once a week,Multiple time per month,Multiple time per month,Once a month,1997,11385,Male,College graduate,250000,A13R8HHAQEUIWV
10/17/2020 20:13:09,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1997,98126,Female,High school,25000,A3KIYWC4XU9887
10/17/2020 20:14:07,Once a week,Multiple time per month,Once a week,Multiple time per month,1979,32309,Female,High school,60000,A1M23MC2ZDQJNV
10/17/2020 20:14:24,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1963,89503,Female,College graduate,67000,A3OOD9IMOHPPFQ
10/17/2020 20:14:48,Multiple time per month,Once a month,Once a month,Multiple time per month,1980,43068,Female,College graduate,40000,A30EX4Q2A7Z4MN
10/17/2020 20:15:01,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,2000,55414,Female,High school,0,A2S2RBNNZYNVLL
10/17/2020 20:17:34,Once a month,Once a month,Once a month,Less than once per month,1969,28078,Female,High school,70000,A1E7MRSWK6M9IP
10/17/2020 20:18:22,Less than once per month,Less than once per month,Less than once per month,Multiple times per week,2000,97205,Female,Did not finish high school,0,AKQYLCTGPIMLX
10/17/2020 20:20:30,Multiple time per month,Multiple time per month,Multiple time per month,Multiple time per month,1997,38382,Female,High school,20000,A1TQNS44NSH5TO
10/17/2020 20:20:52,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1963,20906,Female,College graduate,60000,A3PRFA3M7OSCT5
10/17/2020 20:26:19,Once a month,Multiple time per month,Once a week,Multiple time per month,1971,32707,Female,College graduate,50,23.95.226.13
10/17/2020 20:27:55,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1968,49506,Female,College graduate,25000,A3IQFQLJBO045H
10/17/2020 20:28:40,Multiple time per month,Less than once per month,Less than once per month,Once a week,1953,29680,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",85000,AGMUAP88GDXIV
10/17/2020 20:28:45,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1996,20904,Female,College graduate,40000,A11AM19YV00T9J
10/17/2020 20:30:18,Once a week,Multiple times per week,Multiple times per week,Once a week,1988,62006,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",20000,A1JNV4YXB10PM1
10/17/2020 20:30:34,Multiple times per week,Multiple times per week,Less than once per month,Multiple times per week,1980,35214,Female,High school,50000,AW99PGWI4S438
10/17/2020 20:31:15,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1989,90505,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",45000,A17GR1KYF72QV9
10/17/2020 20:32:28,Multiple time per month,Once a month,Once a month,Multiple time per month,1993,78749,Female,College graduate,65476,A2F1MA4PBSRW83
10/17/2020 20:33:29,Multiple time per month,Less than once per month,Less than once per month,Once a month,1995,87112,Female,College graduate,80000,A1NJO7SWLQ78Q8
10/17/2020 20:33:34,Multiple time per month,Once a month,Less than once per month,Less than once per month,1966,89147,Male,High school,10000,A31KJKA2FYX6TJ
10/17/2020 20:33:42,Once a month,Less than once per month,Less than once per month,Once a month,1979,10303,Female,College graduate,55000,A34S4MNB9TTJS9
10/17/2020 20:34:12,Once a week,Less than once per month,Multiple time per month,Once a week,1984,73111,Female,High school,38000,A1ZAG3PSITDO8W
10/17/2020 20:37:49,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1957,19464,Male,High school,79000,AC9BR5OXALJAH
10/17/2020 20:39:12,Once a month,Less than once per month,Less than once per month,Once a week,1976,16161,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",19500,A3DZEICLZNLJVK
10/17/2020 20:40:09,Once a month,Once a month,Once a month,Once a month,1978,23454,Female,College graduate,45000,A2XQ46TYI8K7SB
10/17/2020 20:40:09,Once a month,Less than once per month,Less than once per month,Once a week,1992,67846,Male,College graduate,35000,AS3NMLHGA583Z
10/17/2020 20:41:01,Once a week,Less than once per month,Multiple time per month,Less than once per month,1986,44139,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",45000,A1KY4RA0N59YXB
10/17/2020 20:41:59,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1985,85205,Female,College graduate,60000,A1WRASN0KSSU7H
10/17/2020 20:43:01,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1966,94303,Female,High school,32000,A3F7TX7LITQ4UP
10/17/2020 20:44:23,Multiple times per week,Once a week,Multiple times per week,Once a week,1967,46120,Female,College graduate,30000,A15QPJ7RZO6F1K
10/17/2020 20:47:00,Once a month,Less than once per month,Less than once per month,Once a month,1983,93551,Male,College graduate,40000,A26376A6PIQ58H
10/17/2020 20:47:48,Multiple time per month,Less than once per month,Less than once per month,Once a week,1980,89108,Female,College graduate,50000,A2CWQ47UXX65LI
10/17/2020 20:48:16,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1995,02452,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",66000,A3F0RPJD483JJ5
10/17/2020 20:49:01,Less than once per month,Once a month,Once a month,Once a month,1979,63303,Male,College graduate,50000,A3L1OCQ016ILDX
10/17/2020 20:49:49,Multiple time per month,Multiple time per month,Multiple time per month,Once a week,1994,33119,Female,College graduate,55000,A2EP5M61OBZYLF
10/17/2020 20:51:16,Multiple times per week,Once a month,Once a month,Multiple time per month,1978,26104,Male,College graduate,89500,A2ACTVTACRUI4O
10/17/2020 20:52:04,Once a week,Multiple time per month,Once a month,Once a week,1991,71292,Male,High school,45000,A11Q3IW7JTG3MU
10/17/2020 20:52:18,Once a month,Once a month,Once a month,Multiple time per month,1978,50010,Female,College graduate,90000,A1A3SVRW8UFZEY
10/17/2020 20:55:10,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1966,35758,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",200000,A2E77QMYLJYVOK
10/17/2020 20:56:26,Once a week,Once a week,Once a week,Multiple time per month,1995,47807,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",30000,A1OUZMZH4IQPPH
10/17/2020 21:01:17,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1965,19562,Female,High school,10000,A26TP4HHSINK5E
10/17/2020 21:02:15,Multiple time per month,Less than once per month,Less than once per month,Once a week,1988,28651,Female,College graduate,50000,ALQXHK34IK8Q5
10/17/2020 21:02:39,Once a month,Once a month,Once a week,Once a month,1986,36695,Female,College graduate,45000,A39BR7NYRDWC01
10/17/2020 21:04:28,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1961,81007,Female,College graduate,17000,A2MPRJVMM87Q70
10/17/2020 21:05:11,Multiple times per week,Multiple time per month,Multiple time per month,Multiple time per month,1989,18704,Female,College graduate,50000,A3PEDSLDKU79RH
10/17/2020 21:07:08,Multiple times per week,Once a month,Once a month,Once a week,1961,12025,Female,College graduate,50000,A1H2Y2PDEQ7OWT
10/17/2020 21:07:11,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,1978,84081,Male,College graduate,50000,A2LWHS9PVBZKP2
10/17/2020 21:08:15,Less than once per month,Less than once per month,Once a month,Once a week,1977,63069,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",98000,A25KORD3JHRQU8
10/17/2020 21:08:57,Multiple time per month,Multiple time per month,Multiple times per week,Once a week,1988,94118,Female,College graduate,100000,AIF0Z30PPNINF
10/17/2020 21:10:10,Once a week,Less than once per month,Less than once per month,Once a week,1980,95101,Male,College graduate,67000,A71NZTTHS4AMB
10/17/2020 21:10:13,Multiple times per week,Once a week,Multiple times per week,Multiple times per week,1991,56301,Male,College graduate,60000,A2PAD8WUL40WMI
10/17/2020 21:11:23,Once a week,Multiple time per month,Once a week,Multiple time per month,1990,77045,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",15000,A2KXSGLQ1W5CMQ
10/17/2020 21:13:09,Once a week,Less than once per month,Less than once per month,Less than once per month,1978,40206,Female,College graduate,150000,A3PFQC4O2E2ECM
10/17/2020 21:13:40,Once a month,Multiple time per month,Once a week,Once a week,1995,92649,Male,College graduate,70000,A3T2TY0AZ8OHRP
10/17/2020 21:13:55,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1936,30052,Male,College graduate,85500,A37YH3HK17NMVE
10/17/2020 21:14:43,Once a week,Less than once per month,Less than once per month,Once a month,1981,28540,Female,High school,12000,A2FC2RTCUNMWVW
10/17/2020 21:15:32,Multiple time per month,Less than once per month,Once a week,Less than once per month,1981,38501,Male,College graduate,50000,A1J32UWU3B3KCP
10/17/2020 21:17:36,Once a month,Once a month,Once a month,Once a month,1972,55044,Male,College graduate,50000,A9P4MG1QT81FS
10/17/2020 21:23:49,Once a month,Less than once per month,Less than once per month,Multiple times per week,2000,53706,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100,A2TAYTEF9YX7WV
10/17/2020 21:24:11,Once a week,Multiple time per month,Multiple time per month,Multiple time per month,1995,60605,Female,College graduate,40000,ATNNZOOIRXT1B
10/17/2020 21:24:38,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1975,77407,Male,College graduate,99000,A2ZYO0FHHESP4J
10/17/2020 21:25:21,Multiple time per month,Less than once per month,Less than once per month,Once a week,1996,95050,Female,High school,90000,A2NTY8DI5VEG
10/17/2020 21:25:31,Once a month,Multiple time per month,Multiple time per month,Multiple time per month,1990,63050,Female,College graduate,75000,A2EUJ2OX7U3OKZ
10/17/2020 21:28:04,Multiple times per week,Multiple time per month,Multiple times per week,Multiple times per week,1981,27529,Female,College graduate,50000,A3BG2VXRYD8BB2
10/17/2020 21:28:16,Once a month,Once a month,Once a month,Once a month,1987,24073,Male,College graduate,12543,A3U9TWTTS9JPV5
10/17/2020 21:29:14,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1990,33063,Female,College graduate,56000,A21T2NO0T61VUF
10/17/2020 21:29:32,Less than once per month,Less than once per month,Less than once per month,Multiple times per week,1986,16511,Female,College graduate,112000,A3PDY7HQ8IQ949
10/17/2020 21:30:28,Less than once per month,Less than once per month,Once a month,Less than once per month,1970,37388,Male,College graduate,56000,A2KQ77N4EYAUO3
10/17/2020 21:33:27,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1991,38135,Female,College graduate,26000,A32E9E7OKDUDMS
10/17/2020 21:34:25,Multiple time per month,Less than once per month,Once a month,Once a week,1968,08833,Male,College graduate,250000,A5A14MTB35J23
10/17/2020 21:35:00,Once a month,Less than once per month,Once a month,Once a month,1983,71929,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",77500,A1FSVE7X49YV8Q
10/17/2020 21:35:10,Once a month,Multiple time per month,Once a week,Multiple time per month,1977,94203,Male,College graduate,70,A26XRWXMGWI2JO
10/17/2020 21:35:20,Once a week,Less than once per month,Less than once per month,Once a week,1981,49301,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",200000,ALPSS7MWUX1LU
10/17/2020 21:35:23,Once a week,Multiple time per month,Once a month,Less than once per month,1993,75068,Female,College graduate,50000,AADO3BR0AI1E1
10/17/2020 21:35:50,Once a week,Less than once per month,Once a week,Once a week,1969,45066,Female,College graduate,50000,A3O4WYGKH31OX
10/17/2020 21:36:15,Once a week,Less than once per month,Less than once per month,Multiple time per month,2000,01854,Male,High school,34000,A20MAXWKLMJ3N0
10/17/2020 21:37:32,Once a month,Less than once per month,Once a month,Once a week,1994,80602,Female,College graduate,105000,A2N0YNKIP6FUCV
10/17/2020 21:38:03,Once a month,Once a month,Once a month,Multiple time per month,1995,15410,Female,College graduate,25000,A1VFU1BQ727TX5
10/17/2020 21:38:16,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1960,83605,Female,College graduate,29000,A1M7GRRGLNKD24
10/17/2020 21:38:16,Once a week,Multiple time per month,Once a week,Multiple time per month,1995,93550,Female,High school,0,A3H1SODSKAQVMH
10/17/2020 21:39:03,Multiple time per month,Less than once per month,Once a week,Multiple time per month,1973,06010,Female,High school,27000,A2ZFS2QYJKC83I
10/17/2020 21:39:32,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1981,29625,Female,High school,10000,AUKOETQJCRAA6
10/17/2020 21:39:56,Once a month,Less than once per month,Less than once per month,Multiple time per month,1959,45405,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",66000,A2DQK1RT4UMI09
10/17/2020 21:40:33,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,2002,39204,Female,High school,0,AXHHIV69Y1B9Q
10/17/2020 21:40:47,Multiple times per week,Once a week,Multiple times per week,Once a week,1993,75001,Male,College graduate,65000,A1GS7JCUCVTLO2
10/17/2020 21:42:55,Multiple times per week,Once a week,Multiple times per week,Once a week,1977,67203,Female,College graduate,50000,A2E42CB78Y5UQB
10/17/2020 21:46:52,Once a week,Once a month,Multiple time per month,Less than once per month,1950,16933,Female,College graduate,15000,A2UXHHB01WOTI2
10/17/2020 21:47:52,Multiple times per week,Less than once per month,Less than once per month,Less than once per month,1979,95207,Female,College graduate,120000,A24O1A7JEMWEAM
10/17/2020 21:48:34,Once a week,Once a month,Multiple time per month,Once a week,1999,33024,Other,High school,190000,AZNZG3O3FHNMA
10/17/2020 21:50:06,Multiple time per month,Less than once per month,Multiple time per month,Once a month,1986,98115,Male,College graduate,68000,A2D3DS9DEY5KHT
10/17/2020 21:51:05,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1999,01104,Male,College graduate,35000,AJRY3HQOSSVNL
10/17/2020 21:51:36,Once a week,Multiple time per month,Once a week,Multiple time per month,1973,94709,Male,College graduate,100000,A3DEPJT6T6A88
10/17/2020 21:53:18,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1966,39503,Female,College graduate,133000,A16T30ETFAIASD
10/17/2020 21:53:26,Once a month,Less than once per month,Less than once per month,Once a week,1964,97124,Female,College graduate,80000,A2K40U9Q0YRVYJ
10/17/2020 21:53:33,Less than once per month,Less than once per month,Less than once per month,Once a week,1997,32218,Male,High school,0,A336YNMLOSGZ9G
10/17/2020 21:54:12,Once a week,Less than once per month,Multiple time per month,Multiple times per week,1983,92603,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",105000,A2DVXVQHR2FYZZ
10/17/2020 21:54:49,Once a month,Less than once per month,Once a month,Once a month,1985,48128,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",120000,a2gtioidtznmog
10/17/2020 21:55:34,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1983,37312,Male,College graduate,122000,AVIPOL2XSM41P
10/17/2020 21:55:56,Once a week,Once a month,Once a month,Multiple times per week,1976,61103,Female,College graduate,40000,A2H9FMJIC40XBI
10/17/2020 21:56:58,Once a month,Less than once per month,Less than once per month,Less than once per month,1968,95051,Female,College graduate,200000,A2QLS811ZPLNS1
10/17/2020 21:57:29,Multiple times per week,Less than once per month,Less than once per month,Multiple times per week,1972,44111,Male,College graduate,87000,A76WEZ9QGREEM
10/17/2020 21:59:18,Once a month,Less than once per month,Multiple time per month,Once a week,1954,18055,Female,College graduate,79000,AGMF5XF6I0S63
10/17/2020 21:59:49,Once a month,Once a month,Once a month,Multiple time per month,2001,16801,Male,High school,150000,AB9V7IERF6S1C
10/17/2020 22:01:46,Multiple times per week,Once a month,Once a week,Multiple times per week,1980,78250,Female,High school,105000,A25WPKT600FU92
10/17/2020 22:01:46,Less than once per month,Less than once per month,Less than once per month,Once a week,2002,33010,Male,High school,120000,AWUMTM0PCG81I
10/17/2020 22:10:31,Once a week,Once a week,Once a week,Multiple time per month,1973,78240,Female,College graduate,30000,A3U7PZI61UGU3S
10/17/2020 22:10:40,Once a month,Multiple time per month,Once a week,Multiple time per month,1995,79924,Male,College graduate,70000,AOFVXA7LI0J4K
10/17/2020 22:13:02,Once a month,Less than once per month,Less than once per month,Once a week,1988,76205,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",40000,A13CAAOJ5GP4UQ
10/17/2020 22:13:46,Once a week,Once a week,Once a week,Once a week,1966,10001,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",20000,A2HP5BNF7SQT02
10/17/2020 22:15:57,Multiple times per week,Once a week,Once a week,Once a week,1968,77590,Female,College graduate,70000,A1TWKQGO3U96VY
10/17/2020 22:17:23,Multiple times per week,Multiple time per month,Once a week,Once a week,1981,30043,Male,College graduate,180000,A3CKTW6VXFXGBQ
10/17/2020 22:17:23,Once a week,Once a month,Multiple time per month,Multiple times per week,1990,10005,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100000,A1G3YZ17PVJWF1
10/17/2020 22:17:30,Once a month,Less than once per month,Less than once per month,Once a week,1953,98115,Male,High school,27000,A2X9VV3B0FZKHY
10/17/2020 22:20:19,Once a week,Less than once per month,Less than once per month,Once a month,1984,28086,Male,College graduate,45000,A24GY3MMDG63PB
10/17/2020 22:21:14,Once a month,Less than once per month,Once a month,Less than once per month,1998,94605,Female,High school,50000,A2V2DBS6NCSIQP
10/17/2020 22:22:09,Multiple times per week,Multiple time per month,Once a week,Multiple times per week,1996,28208,Male,College graduate,23000,A1FU8GAJKXU6SZ
10/17/2020 22:22:21,Once a month,Less than once per month,Once a month,Multiple times per week,1987,21795,Female,High school,80000,A37XVDGVAEI7F
10/17/2020 22:24:58,Once a week,Less than once per month,Once a month,Multiple time per month,1982,95205,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",77000,A1KDT32ADI2J8U
10/17/2020 22:26:51,Once a week,Multiple time per month,Once a month,Less than once per month,1993,75068,Female,College graduate,50000,AADO3BR0AI1E1
10/17/2020 22:27:24,Once a week,Once a week,Once a week,Multiple time per month,1981,37604,Male,College graduate,48500,A2LFM01A16YPKG
10/17/2020 22:28:10,Once a month,Once a month,Once a month,Once a month,1978,28262,Male,College graduate,75000,A2MNYGPWR8PG7L
10/17/2020 22:28:33,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1961,87111,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",150000,A398I2WV28FA5P
10/17/2020 22:29:48,Multiple time per month,Once a month,Once a month,Multiple time per month,1963,97707,Female,College graduate,30000,A12LUCWLAPTZW1
10/17/2020 22:29:54,Multiple time per month,Once a month,Once a month,Once a week,2000,60002,Male,College graduate,600,A1QBQET0CAXJIL 
10/17/2020 22:30:00,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1959,14607,Female,College graduate,60000,A1zo0XPK52VETL
10/17/2020 22:30:52,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1985,95842,Male,College graduate,32000,A306HFDIUOIOWF
10/17/2020 22:33:08,Multiple times per week,Less than once per month,Multiple times per week,Once a month,1995,37005,Male,College graduate,15000,A2K2TRMUY4UJWW
10/17/2020 22:33:37,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1985,95842,Male,College graduate,32000,A306HFDIUOIOWF
10/17/2020 22:34:22,Multiple times per week,Multiple time per month,Multiple time per month,Multiple time per month,1996,06903,Male,College graduate,52000,A1FBYA0XQI329W
10/17/2020 22:36:22,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1986,84040,Female,College graduate,85000,A2V6Q551P0ZAAV
10/17/2020 22:36:42,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1972,92881,Male,College graduate,38000,A2CDAF10UOOIG6
10/17/2020 22:37:49,Once a week,Less than once per month,Multiple time per month,Once a month,1996,06903,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",80000,A1FBYA0XQI329W
10/17/2020 22:37:56,Once a month,Less than once per month,Less than once per month,Multiple times per week,1990,10471,Female,College graduate,48000,A2JPSEXIH1640V
10/17/2020 22:38:33,Once a week,Once a month,Once a week,Once a month,1979,95765,Female,College graduate,50000,A6C3WB0JI2H1Y
10/17/2020 22:41:24,Once a week,Less than once per month,Once a week,Once a week,1990,77506,Male,College graduate,30000,A1TT13BV8LWGMZ
10/17/2020 22:44:02,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1979,33415,Female,High school,74000,AZ726STB641P
10/17/2020 22:44:33,Once a week,Once a month,Multiple time per month,Multiple times per week,1993,33625,Male,High school,85000,A3KXAJAMV6OL2S
10/17/2020 22:46:24,Once a month,Once a month,Once a month,Once a month,1994,33157,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",40000,A220OC12YAXMIY
10/17/2020 22:46:32,Once a month,Once a month,Once a month,Multiple time per month,1983,84321,Male,College graduate,65000,A70R83VDOXIYT
10/17/2020 22:46:45,Once a week,Less than once per month,Less than once per month,Once a week,1986,47167,Female,High school,75000,A2YRSRKMWO5NGN
10/17/2020 22:47:05,Once a week,Once a month,Multiple time per month,Multiple times per week,1985,78108,Female,College graduate,95000,A3TUTA66BSKL85
10/17/2020 22:47:44,Once a month,Less than once per month,Less than once per month,Multiple times per week,1996,23702,Male,High school,25000,A23JBGNJG12YLX
10/17/2020 22:50:18,Multiple time per month,Less than once per month,Once a month,Once a week,1986,78154,Female,High school,149000,A19WGPZNLK7LLP
10/17/2020 22:52:52,Once a month,Less than once per month,Less than once per month,Less than once per month,1987,68127,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",30000,A3R1L6ID6NE0LU
10/17/2020 22:54:28,Once a week,Less than once per month,Once a week,Once a month,1976,42164,Female,College graduate,50000,A1EQ9FNRE0AMFK
10/17/2020 22:54:59,Multiple times per week,Once a month,Multiple time per month,Once a week,1961,33444,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",118000,A13ZQSOMIZAN4Y
10/17/2020 22:55:52,Multiple times per week,Multiple times per week,Multiple times per week,Once a week,1988,61761,Male,High school,45000,APL2VQM32UG4X
10/17/2020 22:56:28,Multiple times per week,Less than once per month,Less than once per month,Once a week,1984,79424,Female,College graduate,140000,A1U30RCFD96K4Y
10/17/2020 22:57:28,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1966,60602,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",18000,A15IOWPOYO8MJS
10/17/2020 23:00:45,Multiple time per month,Multiple time per month,Once a month,Once a week,1972,93292,Male,College graduate,25000,A3SLK6PFVGCCUK
10/17/2020 23:01:07,Once a week,Multiple times per week,Once a week,Once a week,1983,75701,Male,College graduate,70000,A8JS4H27PK4R7
10/17/2020 23:07:12,Less than once per month,Less than once per month,Once a month,Multiple time per month,1986,75455,Female,College graduate,40000,A3130U7TZPWUZ1
10/17/2020 23:08:45,Once a week,Once a month,Once a month,Once a month,1976,83445,Female,College graduate,75000,A3SKAVLZCRR07H
10/17/2020 23:09:15,Multiple times per week,Less than once per month,Once a month,Less than once per month,1953,49509,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",84000,A1GTK51EOSCJOV
10/17/2020 23:10:01,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1990,57719,Female,High school,59900, AC3UY3DDS0RHM
10/17/2020 23:10:34,Once a month,Less than once per month,Less than once per month,Multiple time per month,1985,01473,Female,College graduate,101000,A1W4JMDIGQF7IF
10/17/2020 23:10:44,Multiple time per month,Once a week,Multiple time per month,Once a week,1963,21217,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",27000,A1JPCC3YC36VE7
10/17/2020 23:11:20,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1983,80832,Female,College graduate,40000,A15IQJIXHKF85
10/17/2020 23:12:46,Once a week,Less than once per month,Less than once per month,Multiple time per month,1969,08691,Male,College graduate,150000,A32BE0T2WJNNMT
10/17/2020 23:16:15,Multiple times per week,Multiple times per week,Multiple times per week,Once a month,1981,95205,Male,College graduate,75000,A3OEELE5YCMCCT
10/17/2020 23:16:45,Once a week,Less than once per month,Once a week,Multiple time per month,1971,47906,Male,College graduate,80000,A2V78B2QWOM6RK
10/17/2020 23:17:28,Multiple time per month,Multiple time per month,Multiple time per month,Less than once per month,1990,33025,Male,High school,44000,A17DLT414R5B0H
10/17/2020 23:17:37,Once a week,Once a week,Once a week,Once a week,1997,31210,Female,High school,15000,A2LS7ORJDVSV98
10/17/2020 23:19:32,Multiple times per week,Multiple time per month,Once a week,Multiple time per month,1994,90049,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",72000,A3814LJ42AGID0
10/17/2020 23:21:38,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1984,43209,Male,High school,10000,A3TGU8I2A2SBKP
10/17/2020 23:22:13,Once a week,Once a month,Once a month,Once a week,1977,85383,Female,College graduate,80000, A4NCIPYBTTX5Z
10/17/2020 23:23:31,Multiple time per month,Less than once per month,Multiple time per month,Less than once per month,1981,92683,Female,College graduate,26000,A1APMLQEQJIJH7
10/17/2020 23:25:24,Once a month,Less than once per month,Less than once per month,Once a month,1996,78242,Male,High school,10000,A1GJ4AW8SPF1HT
10/17/2020 23:27:21,Once a month,Less than once per month,Once a month,Multiple time per month,1984,70563,Male,High school,38785,ABUNAEPK8GV63
10/17/2020 23:27:45,Multiple time per month,Less than once per month,Once a month,Less than once per month,1989,60513,Male,College graduate,33000,A2MX58PSSC7HFV
10/17/2020 23:30:49,Once a week,Less than once per month,Once a month,Multiple times per week,1987,60011,Male,College graduate,88000,A3D6UAJYL8CLAI
10/17/2020 23:31:25,Once a month,Less than once per month,Less than once per month,Once a week,1994,48847,Female,College graduate,28000,A26WOIEIK4M1DY
10/17/2020 23:32:31,Less than once per month,Less than once per month,Once a month,Once a week,1978,15037,Female,High school,68000,A7T6OYQGIM7ZK
10/17/2020 23:32:31,Multiple times per week,Once a month,Multiple time per month,Multiple times per week,1982,53406,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",122000,A3169N2SCN3ENK
10/17/2020 23:33:43,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1977,29203,Female,College graduate,100000,A39AFS9KQ45KEA
10/17/2020 23:33:58,Once a month,Less than once per month,Once a month,Once a month,1975,98115,Male,College graduate,120000,AGAB32VM22YKW
10/17/2020 23:35:15,Once a week,Less than once per month,Multiple time per month,Once a week,1956,48843,Female,College graduate,75000,A3LGLSN0GDWFSU
